"","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","chr","start","end"
"36268","MSTRG.1903",3984.680132,-0.080181233,0.036820625,0.025190934,0.062686866,"11",224737,229926
"36273","MSTRG.1904",6880.820468,-0.02342243,0.03761656,0.521918774,0.657891811,"11",273605,273725
"36291","MSTRG.1905",387.8795438,-0.338605685,0.139942892,0.001236439,0.005079067,"11",525715,525870
"36301","MSTRG.1906",23.9272765,-0.286947064,0.176976197,0.014775273,0.040277525,"11",1190910,1191153
"36304","MSTRG.1907",550.3092242,0.094085453,0.052340926,0.057247962,0.121984013,"11",442299,443159
"36306","MSTRG.1908",4754.753741,-0.040230084,0.078148966,0.560419642,0.691407843,"11",1157417,1157533
"36314","MSTRG.1909",5202.722312,-0.009305446,0.040883716,0.813994921,0.883747069,"11",488015,488185
"36327","MSTRG.191",6216.433744,0.045620513,0.025934666,0.074622067,0.150441829,"1",56915155,56929935
"36338","MSTRG.1910",9425.218521,-1.346852521,0.248868242,5.7e-09,1.61e-07,"11",381152,381496
"36346","MSTRG.1911",2860.816694,0.145848008,0.06072685,0.009410856,0.027767984,"11",1220957,1221320
"36370","MSTRG.1912",1197.669022,0.013027842,0.09766927,0.87152484,0.919749024,"11",1466588,1525437
"36391","MSTRG.1913",2053.937214,0.084049988,0.060245578,0.133045693,0.238580041,"11",1525932,1537510
"36394","MSTRG.1917",3802.863891,0.004182611,0.04730851,0.926355893,0.95523025,"11",1783572,1783700
"36407","MSTRG.1918",1062.532601,0.179431048,0.073679954,0.006288552,0.019914779,"11",1846770,1846791
"36410","MSTRG.1919",7077.139046,0.098475896,0.039877127,0.010719741,0.030976275,"11",2134584,2134769
"36429","MSTRG.192",313.3683201,-0.973513206,0.20551044,2.29e-07,3.77e-06,"1",56930966,56932016
"36432","MSTRG.1920",1763.001455,0.078355884,0.078378177,0.257483017,0.396875846,"11",2167401,2167529
"36443","MSTRG.1921",283.0027958,0.053468946,0.19278552,0.618173678,0.738794053,"11",2407093,2407220
"36472","MSTRG.1922",52162.48671,0.214737636,0.053196144,1.67e-05,0.000137,"11",2471320,2471414
"36490","MSTRG.1923",7462.809641,0.063774232,0.0397897,0.097984349,0.186857118,"11",2474362,2477143
"36496","MSTRG.1924",446.4885649,-0.121587493,0.094317544,0.12303914,0.224135881,"11",2478924,2479045
"36500","MSTRG.1925",4843.434483,0.236727631,0.047306504,1.34e-07,2.39e-06,"11",2514966,2515085
"36526","MSTRG.1926",8177.52241,-0.045145475,0.046321001,0.308977157,0.452847286,"11",2535565,2554842
"36537","MSTRG.1927",86624.65743,-0.260224546,0.089170974,0.000597,0.002760094,"11",2802978,2803040
"36603","MSTRG.1928",2.299982325,-0.129455553,0.391731711,0.367568008,0.513970862,"11",2767413,2767970
"36605","MSTRG.1929",94.09759257,-0.111390155,0.496673997,0.42037214,0.565490568,"11",2884239,2884749
"36652","MSTRG.193",121.1866348,-0.850547508,0.269781555,7.22e-05,0.000463,"1",56932118,56932519
"36654","MSTRG.1930",22.1285124,0.043309023,0.146319648,0.656992228,0.768055668,"11",2939879,2939936
"36663","MSTRG.1931",6738.208127,-0.158663256,0.061184052,0.004966713,0.016320215,"11",3417033,3418152
"36669","MSTRG.1932",5078.525278,0.07861588,0.06936886,0.211420633,0.342077179,"11",3576462,3576571
"36700","MSTRG.1933",720.2172072,-0.155661461,0.065660151,0.009388566,0.027717476,"11",3611391,3611575
"36720","MSTRG.1934",8284.37382,-0.028685699,0.041196847,0.471397813,0.612702833,"11",3625588,3625809
"36755","MSTRG.1935",9720.073525,0.130281823,0.052149404,0.008157062,0.0247125,"11",3712584,3712701
"36787","MSTRG.1936",1390.113614,0.281340829,0.092084325,0.000295,0.001523513,"11",3731857,3732487
"36793","MSTRG.1937",25.78714578,0.777405834,0.493275075,0.004176647,0.014140843,"11",3735565,3736212
"36795","MSTRG.1938",291.2875007,0.879552099,0.295585679,0.000121,0.000718,"11",5136329,5142300
"36799","MSTRG.1939",868.2038223,0.083669624,0.110013704,0.333475198,0.479057741,"11",5224992,5225199
"36805","MSTRG.194",404.6121966,-0.135257114,0.109478454,0.118340376,0.217225318,"1",56941216,57105371
"36819","MSTRG.1940",8927.763121,0.241772162,0.231532687,0.064726424,0.134679882,"11",5417082,5417223
"36834","MSTRG.1941",171.414931,0.24540556,0.148973541,0.019741356,0.051293072,"11",7970665,7982953
"36839","MSTRG.1942",202.0729044,-0.639291845,0.162385593,3.5e-06,3.76e-05,"11",8004621,8004803
"36844","MSTRG.1943",148.3760522,0.09679871,0.224601999,0.404678604,0.550645107,"11",8268000,8268118
"36856","MSTRG.1944",124.5429121,-0.466974821,0.481332158,0.030199216,0.072746257,"11",8912043,8912199
"36859","MSTRG.1945",2033.071915,-0.017624962,0.053743168,0.728302786,0.822311153,"11",8989626,8990935
"36861","MSTRG.1946",4961.495649,-0.802507058,0.203831462,5.06e-06,5.14e-05,"11",9003597,9003755
"36873","MSTRG.1947",2188.695042,0.129266073,0.041799904,0.001332269,0.00540369,"11",9032741,9035819
"36876","MSTRG.1948",1867.245923,0.079225915,0.068252742,0.201951362,0.330379934,"11",9038288,9038476
"36881","MSTRG.1949",2547.095398,0.030494942,0.183789775,0.770907448,0.854273207,"11",9063767,9063973
"36890","MSTRG.195",968.284413,-0.666174,0.160860747,1.66e-06,2.07e-05,"1",58673219,58673368
"36897","MSTRG.1950",215.8473051,-0.009433013,0.211108991,0.931407994,0.958288714,"11",9555744,9556054
"36900","MSTRG.1951",3323.953244,-0.071011766,0.104348641,0.39733576,0.543274458,"11",9476512,9546928
"36935","MSTRG.1952",155.6892795,0.03763406,0.229145176,0.740627557,0.83242292,"11",9558733,9559645
"36939","MSTRG.1953",1280.394656,-0.003154316,0.069442958,0.960096048,0.976658597,"11",9804577,9805910
"36951","MSTRG.1954",3814.533777,-0.228859573,0.081508371,0.001237676,0.005082849,"11",9815376,9815571
"36969","MSTRG.1955",10563.25274,0.16295056,0.074405613,0.013892074,0.038298464,"11",9855971,9856112
"37037","MSTRG.1956",1888.834867,-0.10685685,0.062442479,0.063672363,0.132899422,"11",9911709,9915595
"37054","MSTRG.1957",23108.54133,-0.409698681,0.118613593,2.2e-05,0.000172,"11",9912868,9919847
"37064","MSTRG.1958",201315.7225,-0.347660801,0.113217194,0.000139,0.000806,"11",10299191,10299616
"37075","MSTRG.1959",2553.055127,-0.733906028,0.178516552,2.26e-06,2.66e-05,"11",11250494,11250686
"37085","MSTRG.196",30.46981618,-0.540470358,0.272120372,0.002117583,0.007964094,"1",58795762,58795901
"37089","MSTRG.1960",898.0434936,0.046544127,0.056631451,0.380745146,0.52710842,"11",11264316,11264576
"37095","MSTRG.1961",1223.925005,-0.132686758,0.086746712,0.074558756,0.150346928,"11",11265153,11268062
"37107","MSTRG.1962",733.8197343,0.165352315,0.090351051,0.030703561,0.07375644,"11",11920686,11921506
"37111","MSTRG.1963",489.4022185,-0.06354161,0.057022295,0.234071108,0.369685194,"11",11922334,11922484
"37118","MSTRG.1964",4369.471848,-0.083432573,0.036723239,0.019532486,0.05084075,"11",11924402,11924582
"37128","MSTRG.1965",4386.595087,0.173114501,0.094347193,0.028116051,0.068513165,"11",11931477,11936226
"37130","MSTRG.1966",2661.73242,-0.216691699,0.062604532,0.000159,0.000901,"11",12576377,12591224
"37139","MSTRG.1967",177.9502858,-0.010645502,0.100156716,0.89644545,0.935730049,"11",13388911,13389855
"37141","MSTRG.1968",6683.087993,-0.053539519,0.045596849,0.2208719,0.353662697,"11",13804497,13804593
"37148","MSTRG.1969",646.1912952,0.110837468,0.062620522,0.054945921,0.118120139,"11",13809976,13810143
"37154","MSTRG.197",14.05665915,-0.316815598,0.269905391,0.033147496,0.078432001,"1",58885489,58885720
"37156","MSTRG.1970",3736.593589,0.375491939,0.102311157,1.15e-05,0.000102,"11",13934613,13934714
"37161","MSTRG.1971",72.19158453,-0.076105258,0.230164729,0.511053513,0.648364111,"11",13954386,13954598
"37167","MSTRG.1972",3535.227169,-0.002113597,0.043676206,0.959916259,0.97663234,"11",14058703,14058930
"37307","MSTRG.1973",2559.904159,-0.059720297,0.050346454,0.211920912,0.342610801,"11",14221967,14222145
"37353","MSTRG.1974",863.1718275,0.142296435,0.048374528,0.001986894,0.007561014,"11",14249594,14249845
"37359","MSTRG.1975",3206.094187,-0.061532001,0.077140727,0.368320999,0.514731053,"11",14296671,14303435
"37363","MSTRG.1976",5018.09466,0.270591392,0.103591891,0.001352448,0.005464644,"11",14852984,14853098
"37434","MSTRG.1977",2613.400603,1.356300221,0.291881547,2.52e-07,4.08e-06,"11",14873744,14873869
"37441","MSTRG.1978",1204.191321,-0.034199755,0.115069839,0.698405145,0.799441686,"11",14885410,14918247
"37471","MSTRG.1979",5214.815643,-0.131094701,0.077780771,0.056226952,0.120199034,"11",14921975,15034987
"37509","MSTRG.198",436.3383141,-0.035795766,0.1143278,0.684137263,0.787595511,"1",59102408,59102971
"37511","MSTRG.1980",141.3725055,0.126951446,0.119032178,0.161589812,0.278311836,"11",15067952,15068101
"37517","MSTRG.1981",6076.545894,0.0815569,0.067271482,0.183769952,0.307584144,"11",15077340,15077482
"37525","MSTRG.1982",115.8390799,-1.353112821,0.28275435,1.34e-07,2.39e-06,"11",15232687,15234114
"37531","MSTRG.1983",119.1497615,-1.368320987,0.365538407,8.49e-06,7.86e-05,"11",15241843,15241971
"37540","MSTRG.1984",4804.566433,0.063407587,0.038855778,0.092524622,0.178584738,"11",18446435,18446651
"37570","MSTRG.1985",761.831435,-0.126339579,0.126578771,0.177175125,0.298816916,"11",18505157,18505263
"37583","MSTRG.1986",1625.164859,0.075301868,0.05709077,0.158785623,0.274984408,"11",18522288,18534337
"37589","MSTRG.1987",1634.964632,-0.102645666,0.077560352,0.134555751,0.24077923,"11",18535135,18536922
"37591","MSTRG.1988",1982.232472,-0.823858588,0.171652758,1.46e-07,2.59e-06,"11",18539337,18539733
"37611","MSTRG.1989",2859.046951,-0.085019047,0.034335864,0.011201391,0.032095987,"11",18544680,18545737
"37616","MSTRG.199",1165.836716,-0.745355233,0.192465114,5.8e-06,5.77e-05,"1",59571062,59571309
"37625","MSTRG.1990",7692.732009,0.464052546,0.308738161,0.008939956,0.026692035,"11",18767279,18767370
"37632","MSTRG.1991",1711.286521,-0.08730117,0.064590659,0.141118455,0.250458386,"11",18844436,18845721
"37634","MSTRG.1992",217.1010344,-0.043546338,0.094887919,0.582089125,0.708787409,"11",18940447,18941307
"37636","MSTRG.1993",331.7900893,-0.108352587,0.074711896,0.103944914,0.195900403,"11",18966759,18967937
"37638","MSTRG.1994",446.7013172,0.013778099,0.090824737,0.857797693,0.910792217,"11",18986149,18987306
"37640","MSTRG.1995",135.3694264,-0.080818932,0.115526546,0.362651502,0.508997188,"11",18995730,18996482
"37642","MSTRG.1996",85.4309428,0.014561775,0.133997045,0.87707682,0.923662705,"11",19001046,19001993
"37644","MSTRG.1997",361.7902665,-0.58374108,0.134044958,5.04e-07,7.48e-06,"11",19010179,19012862
"37647","MSTRG.1998",2789.608797,-0.102763726,0.064537875,0.082817919,0.163440101,"11",19017409,19085448
"37652","MSTRG.1999",2113.422868,-0.28521892,0.098286551,0.000467,0.002249483,"11",19244321,19245213
"37658","MSTRG.2",1728.632388,-0.251626754,0.084875921,0.000572,0.002665617,"1",2309736,2309830
"37675","MSTRG.20",38.73443443,-0.031056822,0.134790946,0.742407845,0.833716215,"1",9193196,9193621
"37677","MSTRG.200",6381.351011,-0.695895615,0.205410217,2.96e-05,0.000218,"1",59623608,59623753
"37690","MSTRG.2000",9950.930885,-0.092080246,0.063196829,0.11387805,0.210518876,"11",19120268,19120455
"37774","MSTRG.2001",71.66252734,-0.247005114,0.140131489,0.015205423,0.041289106,"11",19348723,19349073
"37776","MSTRG.2002",8163.432698,-0.023938861,0.033524776,0.465299545,0.606689326,"11",19357204,19357228
"37784","MSTRG.2003",25.7588678,0.989635906,0.319928646,8.61e-05,0.000537,"11",20378304,20378322
"37789","MSTRG.2004",20.52313255,0.422050502,0.349137479,0.020622035,0.053126274,"11",20937368,20937434
"37792","MSTRG.2005",205.4318194,0.590727622,0.210805119,0.000182,0.001009161,"11",21002238,21004331
"37794","MSTRG.2006",8428.970219,-0.674824239,0.169324462,3.19e-06,3.51e-05,"11",21419462,21419641
"37806","MSTRG.2007",4051.064768,-0.034622892,0.077729253,0.614914538,0.736157553,"11",21452641,21452789
"37812","MSTRG.2008",6891.593215,0.239695446,0.069620906,0.000128,0.00075,"11",21526796,21526922
"37832","MSTRG.2009",1446.604256,-0.371366982,0.15036576,0.000847,0.003713043,"11",21642208,21686448
"37858","MSTRG.201",6426.940186,0.156892122,0.03714591,1.34e-05,0.000115,"1",59676312,59709678
"37868","MSTRG.2010",112.7051111,-0.166824738,0.164027668,0.119234997,0.218692708,"11",22884355,22884374
"37871","MSTRG.2011",1089.705504,0.439202492,0.406776907,0.026253033,0.064778433,"11",24886006,24886089
"37939","MSTRG.2012",231.3014471,-1.636546214,0.211139741,4.34e-16,6.59e-14,"11",24935916,24936042
"37964","MSTRG.2013",3488.65367,-0.144632476,0.045187626,0.000826,0.003633479,"11",25327792,25328297
"37973","MSTRG.2014",4676.665328,-0.103272708,0.041849133,0.010506188,0.030441248,"11",25422872,25422952
"37986","MSTRG.2015",3842.447798,-0.084549967,0.06561061,0.159502646,0.275678496,"11",25455270,25462844
"37995","MSTRG.2016",2424.528978,-0.074657047,0.065616519,0.214371459,0.346015893,"11",25510465,25523232
"37999","MSTRG.2017",1486.659825,0.191987077,0.070261684,0.002377689,0.008780085,"11",25524812,25525850
"38002","MSTRG.2018",1908.716879,0.051099287,0.056941293,0.33814443,0.484036371,"11",25544423,25544523
"38010","MSTRG.2019",6544.878305,-0.028784904,0.03998322,0.457379907,0.60030646,"11",25550393,25551629
"38014","MSTRG.202",3570.128054,-0.161722656,0.045618686,0.000207,0.001124042,"1",59758183,59758478
"38026","MSTRG.2020",1176.464525,0.171499885,0.054844396,0.000841,0.003690945,"11",25763471,25765561
"38028","MSTRG.2021",33.56606591,0.063085597,0.15641937,0.529589949,0.664902951,"11",25767499,25767930
"38030","MSTRG.2022",3484.61104,0.077554097,0.058095631,0.15281174,0.266765164,"11",25776288,25780191
"38039","MSTRG.2023",47862.77431,0.223485013,0.055785256,1.71e-05,0.00014,"11",25786947,25787030
"38046","MSTRG.2024",10782.38203,0.316003164,0.070554938,6.07e-07,8.74e-06,"11",25797843,25798022
"38058","MSTRG.2025",1461.354829,-0.051427533,0.041051802,0.195061343,0.321760159,"11",25812913,25813104
"38072","MSTRG.2026",138.639104,-0.408417386,0.10967609,7.5e-06,7.15e-05,"11",25936695,25937066
"38074","MSTRG.2027",1655.251897,-0.122595858,0.068016551,0.047279202,0.104497282,"11",25932765,25932971
"38097","MSTRG.2028",172.4767457,-0.165327973,0.089962676,0.030225214,0.072781337,"11",25935606,25935953
"38099","MSTRG.2029",3248.61285,-0.118094091,0.059272466,0.032088334,0.076448634,"11",26048549,26048705
"38106","MSTRG.203",144.8733353,0.208531935,0.131375983,0.031805661,0.075927455,"1",59866515,59866778
"38113","MSTRG.2030",1605.275454,-0.007254566,0.075199721,0.913933585,0.947281084,"11",25940414,25946376
"38141","MSTRG.2031",28388.37466,0.211673115,0.050039445,7.51e-06,7.15e-05,"11",26023480,26023675
"38151","MSTRG.2032",236.4593391,-0.160209328,0.087340354,0.032007341,0.07636356,"11",26030220,26032299
"38158","MSTRG.2033",3222.314823,-0.78401877,0.183839874,1.37e-06,1.76e-05,"11",26235461,26235604
"38176","MSTRG.2034",10374.06783,0.12328819,0.040298166,0.001546767,0.00612988,"11",26303578,26306296
"38184","MSTRG.2035",9.197992295,-0.775393282,0.64828317,0.00862372,0.025901769,"11",26252624,26252729
"38199","MSTRG.2036",5933.326482,-1.356752473,0.338026339,3.36e-06,3.65e-05,"11",26302138,26302224
"38254","MSTRG.2037",34167.92529,-0.039638986,0.058122884,0.465533559,0.606896016,"11",26598720,26598794
"38268","MSTRG.2038",5902.006251,0.340708183,0.097801568,3.25e-05,0.000236,"11",26728582,26729054
"38282","MSTRG.2039",4433.952621,-0.017479389,0.054322954,0.732901793,0.825875738,"11",26730480,26730645
"38315","MSTRG.204",6913.350894,0.006544968,0.052946266,0.896003974,0.93551217,"1",59998703,59998896
"38324","MSTRG.2040",548.524644,-0.073219487,0.135390525,0.44277274,0.587707431,"11",27197873,27209365
"38328","MSTRG.2041",549.8621706,-0.944860631,0.199329618,2.22e-07,3.69e-06,"11",27219596,27219792
"38332","MSTRG.2042",3053.592812,-0.138779322,0.066178185,0.021527859,0.05522095,"11",28364380,28364478
"38351","MSTRG.2043",2241.278072,0.01332603,0.035707441,0.701912137,0.801857563,"11",28396007,28400296
"38357","MSTRG.2044",4652.208789,0.045370889,0.030519177,0.129900485,0.234246299,"11",28413292,28413867
"38377","MSTRG.2045",3663.30674,-0.270514582,0.071076141,2.11e-05,0.000167,"11",28443596,28443702
"38405","MSTRG.2046",4652.976217,0.208024353,0.042731207,3.83e-07,5.86e-06,"11",28452432,28452553
"38442","MSTRG.2047",44819.76859,0.072883448,0.03413017,0.028788644,0.069887336,"11",28500870,28501083
"38461","MSTRG.2048",4639.836218,-0.025724614,0.048499045,0.578307817,0.705627598,"11",28546514,28546603
"38477","MSTRG.2049",4634.424628,-0.12333375,0.03409945,0.00021,0.001134194,"11",28608707,28608860
"38504","MSTRG.205",3531.276879,-0.084434687,0.049957963,0.075348457,0.151640067,"1",60238043,60238247
"38525","MSTRG.2050",3238.194771,0.223184885,0.091744882,0.003893737,0.013322728,"11",28760197,28760371
"38535","MSTRG.2051",2574.092645,0.097986803,0.037658053,0.007381535,0.022748766,"11",28714746,28714866
"38652","MSTRG.2052",6328.246029,-0.097018196,0.080365118,0.168572386,0.287565711,"11",28955808,28955974
"38661","MSTRG.2053",61.05321812,0.268257649,0.207983101,0.034122742,0.08043182,"11",29343160,29343293
"38668","MSTRG.2054",93.81064507,0.171026732,0.11445115,0.055148239,0.118431219,"11",30625652,30625870
"38670","MSTRG.2055",730.5267548,0.150202638,0.106013841,0.077289716,0.15481052,"11",30684033,30684263
"38678","MSTRG.2056",496.4614226,-0.549904046,0.131619691,9.89e-07,1.34e-05,"11",30837656,30839693
"38680","MSTRG.2057",1365.609821,-0.065913057,0.15835833,0.513518245,0.650515785,"11",30958332,30958535
"38685","MSTRG.2058",171.1696066,-0.008565326,0.134899644,0.927667384,0.955615544,"11",31011305,31011437
"38690","MSTRG.2059",30.87162176,-1.151658759,0.387855159,0.000107,0.000645,"11",31016141,31016276
"38695","MSTRG.206",5391.332244,0.108034144,0.090615685,0.15924753,0.275491057,"1",60281589,60281692
"38701","MSTRG.2060",446.130412,-0.386340742,0.137921222,0.000267,0.001395257,"11",31024364,31024472
"38711","MSTRG.2061",874.6372467,-0.393510745,0.105881201,8.4e-06,7.8e-05,"11",31054984,31055159
"38716","MSTRG.2062",37.69717851,0.099173467,0.136281989,0.303051828,0.445813307,"11",31472872,31473020
"38721","MSTRG.2063",31808.58434,0.016918444,0.025012449,0.493463177,0.632990343,"11",34394966,34395094
"38749","MSTRG.2064",2244.669546,0.155752272,0.049932065,0.000996,0.004242188,"11",34420099,34422086
"38765","MSTRG.2065",5602.481201,-0.161696262,0.065935853,0.007145827,0.022153992,"11",34475084,34475297
"38770","MSTRG.2066",61.34387393,0.218882167,0.319087899,0.138049383,0.24601618,"11",34490464,34492655
"38772","MSTRG.2067",174.9649594,-0.106579438,0.203225317,0.343785402,0.489538721,"11",34498887,34500497
"38774","MSTRG.2068",1856.100484,0.013950128,0.050185825,0.770091207,0.853662881,"11",36311389,36311626
"38779","MSTRG.2069",4975.92599,0.088296803,0.045013617,0.04090427,0.092824115,"11",36329246,36329365
"38787","MSTRG.207",47.87044812,-0.170123098,0.126771148,0.071789494,0.145745884,"1",60760086,60760394
"38789","MSTRG.2070",6579.38417,0.658471434,0.310790689,0.001302829,0.005303615,"11",36544013,36544107
"38798","MSTRG.2071",4702.673604,0.420797265,0.149603266,0.000217,0.001166733,"11",36698823,36699035
"38847","MSTRG.2072",1930.082158,0.065923086,0.057291182,0.218853126,0.351134672,"11",36712498,36712767
"38870","MSTRG.2073",37.30757138,-0.124273314,0.147496955,0.215885254,0.347726218,"11",36729907,36730293
"38872","MSTRG.2074",117.1328858,0.037765661,0.123584168,0.679046834,0.784205933,"11",36733940,36734038
"38879","MSTRG.2075",3897.665013,0.086183405,0.068022754,0.163855545,0.281383887,"11",37895002,37895069
"38895","MSTRG.2076",31358.22171,-0.227728617,0.071109385,0.000349,0.001757721,"11",37922693,37922830
"38915","MSTRG.2077",1.199517203,0.038560599,0.356251794,0.768438064,0.852434926,"11",37905058,37906197
"38917","MSTRG.2078",1.010402562,-0.027687948,0.324524832,0.828902731,0.892018415,"11",37908772,37908971
"38921","MSTRG.2079",7349.083408,0.020951507,0.058339143,0.700681272,0.801020584,"11",38616132,38618557
"38923","MSTRG.208",3691.196568,0.052135028,0.040737402,0.185821165,0.310242232,"1",60782632,60791321
"38932","MSTRG.2080",531.462666,0.663855292,0.34231133,0.002070163,0.007807665,"11",38469352,38469442
"38975","MSTRG.2081",41655.9676,0.157804139,0.04112474,6.85e-05,0.000443,"11",38809837,38810018
"39011","MSTRG.2082",2879.563712,-0.149566325,0.084133075,0.039780946,0.090865843,"11",39469112,39469210
"39032","MSTRG.2083",10.73252933,-0.381600962,0.336820296,0.028003077,0.068292949,"11",39486542,39486682
"39047","MSTRG.2084",9535.057502,0.049151091,0.059734341,0.37668588,0.52309169,"11",39526702,39536281
"39057","MSTRG.2085",1.565311385,0.040591987,0.371295271,0.757882028,0.845000693,"11",39536243,39537373
"39059","MSTRG.2086",804.5407586,-0.425199211,0.09457079,2.21e-07,3.67e-06,"11",41069663,41069843
"39108","MSTRG.2087",23349.3363,0.094362596,0.040793926,0.016686231,0.044646566,"11",41262981,41263056
"39117","MSTRG.2088",780.2592514,0.094382362,0.058268386,0.082479755,0.162972779,"11",41334594,41334947
"39119","MSTRG.2089",2089.629955,0.212589623,0.052313295,1.53e-05,0.000129,"11",41343549,41343726
"39130","MSTRG.2090",3028.770936,0.094056829,0.056810237,0.076923978,0.154193208,"11",41523996,41524114
"39138","MSTRG.2091",15058.79859,-0.215787046,0.138544873,0.03131913,0.074966665,"11",41537406,41537700
"39198","MSTRG.2092",2505.770223,0.194620489,0.268560023,0.148098567,0.259835089,"11",43101305,43118935
"39208","MSTRG.2093",1164.383653,0.151995984,0.092269328,0.050331827,0.10987578,"11",43150214,43150366
"39220","MSTRG.2094",20149.34742,-0.514634692,0.143352283,1.07e-05,9.54e-05,"11",43688092,43793588
"39223","MSTRG.2095",3479.38084,-0.087715847,0.047816686,0.05458835,0.117571533,"11",43160041,43160152
"39231","MSTRG.2096",60.61571235,-0.396926621,0.157956421,0.000643771,0.002949715,"11",43164608,43164896
"39252","MSTRG.2097",13940.70546,-0.029212385,0.031861322,0.34952667,0.49530141,"11",43181579,43213234
"39270","MSTRG.2098",3705.377636,-0.073033079,0.05311954,0.145450696,0.256442103,"11",43794042,43806844
"39298","MSTRG.2099",2082.824508,0.281336369,0.125864676,0.00346113,0.012048991,"11",43828724,43842532
"39309","MSTRG.21",3574.444814,0.052158856,0.04257062,0.203889733,0.332839793,"1",9705399,9705667
"39321","MSTRG.210",256.9880287,0.059046741,0.084085387,0.417910629,0.563196337,"1",60910214,60910528
"39323","MSTRG.2100",12378.56152,-0.047371496,0.047849038,0.299979084,0.442829863,"11",43968153,43968227
"39342","MSTRG.2101",3467.607185,0.101994254,0.067573484,0.097398495,0.185960456,"11",43976102,43976175
"39381","MSTRG.2102",2276.181357,-0.05262587,0.078220082,0.446514244,0.590826447,"11",44003488,44003693
"39388","MSTRG.2103",1803.36857,0.44055632,0.151575187,0.000147,0.00084,"11",44234305,44234520
"39396","MSTRG.2104",5949.054814,0.023707017,0.053859423,0.640935499,0.755890409,"11",44241414,44241647
"39446","MSTRG.2105",4024.776947,-0.009558502,0.036571179,0.788407401,0.866321364,"11",44291824,44292019
"39460","MSTRG.2106",4059.502854,-0.073265463,0.05350284,0.146731767,0.25816955,"11",44330032,44330175
"39469","MSTRG.2107",8678.380446,0.15194873,0.055777492,0.003595453,0.012469303,"11",44360371,44360523
"39480","MSTRG.2108",37.15004497,0.263666955,0.233575557,0.048259115,0.106191443,"11",44540719,44540778
"39485","MSTRG.2109",212.9598102,0.105300568,0.150092817,0.294396589,0.43707587,"11",44589126,44591952
"39492","MSTRG.211",1453.868623,0.184569596,0.065253297,0.001925691,0.00735698,"1",60912342,60912437
"39510","MSTRG.2110",13699.79451,0.070127627,0.046401912,0.114435677,0.211328285,"11",44477286,44477465
"39710","MSTRG.2111",6394.407643,-0.067086436,0.050411305,0.161248127,0.277871861,"11",44714131,44714630
"39715","MSTRG.2112",3216.993794,0.154535537,0.050664615,0.001265716,0.005180798,"11",44663583,44663667
"39755","MSTRG.2113",2738.890861,-0.156989933,0.120728471,0.087210122,0.170475909,"11",44831244,44831512
"39776","MSTRG.2114",31.62010173,-0.01315465,0.215358293,0.905200583,0.941202546,"11",44839535,44839547
"39780","MSTRG.2115",1515.96773,-0.048146739,0.165774762,0.636206599,0.752569872,"11",44943543,44962359
"39785","MSTRG.2116",4401.939863,-0.009353752,0.047355291,0.836382307,0.897206168,"11",44981384,44981858
"39817","MSTRG.2117",14326.82336,1.097682368,0.264768772,2.73e-06,3.09e-05,"11",45162443,45162669
"39828","MSTRG.2118",3293.005788,0.119437253,0.042816925,0.003746935,0.012894526,"11",45219769,45221751
"39831","MSTRG.2119",140159.7355,0.103681954,0.048299594,0.024284472,0.060855008,"11",45131324,45135590
"39852","MSTRG.212",782.842756,0.003965576,0.053322214,0.937269782,0.961734862,"1",61023119,61023318
"39857","MSTRG.2120",4790.466759,0.039940092,0.034092266,0.230545855,0.365085812,"11",45226392,45226513
"39872","MSTRG.2121",1615.907784,0.198860893,0.078842882,0.004028391,0.013730862,"11",45258323,45260084
"39876","MSTRG.2122",1259.982998,0.084432988,0.049743604,0.074230994,0.149709724,"11",45275939,45276084
"39901","MSTRG.2123",245.4439813,-0.990113994,0.216450661,4.75e-07,7.1e-06,"11",45391445,45391506
"39912","MSTRG.2124",382.6194892,0.082245384,0.098611722,0.3105966,0.454351026,"11",45451939,45481825
"39945","MSTRG.2125",1925.230977,-0.117048573,0.049540693,0.012890614,0.036031864,"11",45482140,45491872
"39951","MSTRG.2126",5160.018263,-0.040665627,0.04397464,0.336475842,0.482463087,"11",45516461,45516590
"39957","MSTRG.2127",88986.21814,0.122482013,0.04237958,0.002688502,0.009718016,"11",45840590,45840748
"39965","MSTRG.2128",4155.338417,-0.042596669,0.060151953,0.446364028,0.590826447,"11",45919354,45919584
"39978","MSTRG.2129",20.86309305,0.032921763,0.17040673,0.747448282,0.8378049,"11",45945939,45946250
"39980","MSTRG.213",324.9351068,-0.564527995,0.312466315,0.003313915,0.011615602,"1",61059009,61059060
"39985","MSTRG.2130",11752.6625,0.065940693,0.026777194,0.012476776,0.03506408,"11",45962983,45963132
"39990","MSTRG.2131",9147.207339,0.10727235,0.04329164,0.009992986,0.029201604,"11",45993669,45993827
"40019","MSTRG.2132",826.9876751,0.285953753,0.079591075,4e-05,0.000281342,"11",46022795,46022975
"40029","MSTRG.2133",6279.695892,-0.044329529,0.041512941,0.26905181,0.409644486,"11",46055747,46056115
"40035","MSTRG.2134",2171.366283,0.283377228,0.065156228,1.71e-06,2.11e-05,"11",46109175,46109315
"40049","MSTRG.2135",12894.31653,0.113434209,0.046105881,0.01012177,0.029508217,"11",46703630,46703689
"40084","MSTRG.2136",369.3304311,-0.084665666,0.087149316,0.257251986,0.396633816,"11",46719925,46720065
